"AUXRR266.Code.or.Value","AUXRR266.Value.Description","AUXRR266.Count","AUXRR266.Cumulative","AUXRR266.Skip.to.Item"
"-9 to 95","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
