"AUDTYL65.Code.or.Value","AUDTYL65.Value.Description","AUDTYL65.Count","AUDTYL65.Cumulative","AUDTYL65.Skip.to.Item"
"0 to 1.94","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
