"AUXRR143.Code.or.Value","AUXRR143.Value.Description","AUXRR143.Count","AUXRR143.Cumulative","AUXRR143.Skip.to.Item"
"-14 to 51","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
