"WBXF089.Code.or.Value","WBXF089.Value.Description","WBXF089.Count","WBXF089.Cumulative","WBXF089.Skip.to.Item"
"4756.8285 to 4756.8285","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
