"AUXRR225.Code.or.Value","AUXRR225.Value.Description","AUXRR225.Count","AUXRR225.Cumulative","AUXRR225.Skip.to.Item"
"-17 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
