"AUDTYL55.Code.or.Value","AUDTYL55.Value.Description","AUDTYL55.Count","AUDTYL55.Cumulative","AUDTYL55.Skip.to.Item"
"0 to 2.56","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
