"SMQ876.Code.or.Value","SMQ876.Value.Description","SMQ876.Count","SMQ876.Cumulative","SMQ876.Skip.to.Item"
"1","Yes",848,848,NA
"2","No",4252,5100,NA
"7","Refused",0,5100,NA
"9","Don't know",18,5118,NA
".","Missing",5057,10175,NA
