"RFXC010.Code.or.Value","RFXC010.Value.Description","RFXC010.Count","RFXC010.Cumulative","RFXC010.Skip.to.Item"
"-4.318 to 4.346","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
