"RHQ010.Code.or.Value","RHQ010.Value.Description","RHQ010.Count","RHQ010.Cumulative","RHQ010.Skip.to.Item"
"0 to 20","Range of Values",3445,3445,NA
"777","Refused",0,3445,NA
"999","Don't know",72,3517,NA
".","Missing",348,3865,NA
