"RHQ160.Code.or.Value","RHQ160.Value.Description","RHQ160.Count","RHQ160.Cumulative","RHQ160.Skip.to.Item"
"1 to 34","Range of Values",2311,2311,NA
"77","Refused",0,2311,NA
"99","Don't know",2,2313,NA
".","Missing",1171,3484,NA
