"TYXP146.Code.or.Value","TYXP146.Value.Description","TYXP146.Count","TYXP146.Cumulative","TYXP146.Skip.to.Item"
"-293 to 110","Range of Values",3432,3432,NA
".","Missing",2153,5585,NA
