"TYXP214.Code.or.Value","TYXP214.Value.Description","TYXP214.Count","TYXP214.Cumulative","TYXP214.Skip.to.Item"
"-298 to -23","Range of Values",442,442,NA
".","Missing",8027,8469,NA
