"RFXC138.Code.or.Value","RFXC138.Value.Description","RFXC138.Count","RFXC138.Cumulative","RFXC138.Skip.to.Item"
"-3.183 to 6.63","Range of Values",51053,51053,NA
".","Missing",23,51076,NA
