"AUXLR156.Code.or.Value","AUXLR156.Value.Description","AUXLR156.Count","AUXLR156.Cumulative","AUXLR156.Skip.to.Item"
"-27 to 66","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
