"RFXT001.Code.or.Value","RFXT001.Value.Description","RFXT001.Count","RFXT001.Cumulative","RFXT001.Skip.to.Item"
"0 to 0","Range of Values",51076,51076,NA
".","Missing",0,51076,NA
