"AUXRR283.Code.or.Value","AUXRR283.Value.Description","AUXRR283.Count","AUXRR283.Cumulative","AUXRR283.Skip.to.Item"
"-14 to 68","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
