"SMQ858.Code.or.Value","SMQ858.Value.Description","SMQ858.Count","SMQ858.Cumulative","SMQ858.Skip.to.Item"
"1","Yes",383,383,NA
"2","No",2812,3195,NA
"7","Refused",0,3195,NA
"9","Don't know",2,3197,NA
".","Missing",6774,9971,NA
