"AUXRR153.Code.or.Value","AUXRR153.Value.Description","AUXRR153.Count","AUXRR153.Cumulative","AUXRR153.Skip.to.Item"
"-19 to 40","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
