"KIQ141.Code.or.Value","KIQ141.Value.Description","KIQ141.Count","KIQ141.Cumulative","KIQ141.Skip.to.Item"
"1","Yes",166,166,""
"2","No",88,254,"KID182"
"7","Refused",1,255,"KID182"
"9","Don't know",4,259,"KID182"
".","Missing",2127,2386,""
