"PFQ020.Code.or.Value","PFQ020.Value.Description","PFQ020.Count","PFQ020.Cumulative","PFQ020.Skip.to.Item"
"1","Yes",161,161,""
"2","No",3570,3731,"PFQ035a"
"7","Refused",0,3731,"PFQ035a"
"9","Don't know",0,3731,"PFQ035a"
".","Missing",5935,9666,""
