"AUXRR129.Code.or.Value","AUXRR129.Value.Description","AUXRR129.Count","AUXRR129.Cumulative","AUXRR129.Skip.to.Item"
"-43 to 65","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
