"TYXA048.Code.or.Value","TYXA048.Value.Description","TYXA048.Count","TYXA048.Cumulative","TYXA048.Skip.to.Item"
"0.187 to 8.89","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
