"AUXRR244.Code.or.Value","AUXRR244.Value.Description","AUXRR244.Count","AUXRR244.Cumulative","AUXRR244.Skip.to.Item"
"-32 to 89","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
