"SXQ639.Code.or.Value","SXQ639.Value.Description","SXQ639.Count","SXQ639.Cumulative","SXQ639.Skip.to.Item"
"0 to 57","Range of Values",1448,1448,NA
"77777","Refused",6,1454,NA
"99999","Don't know",2,1456,NA
".","Missing",3340,4796,NA
