"AUXLR242.Code.or.Value","AUXLR242.Value.Description","AUXLR242.Count","AUXLR242.Cumulative","AUXLR242.Skip.to.Item"
"-12 to 55","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
