"CIQD103.Code.or.Value","CIQD103.Value.Description","CIQD103.Count","CIQD103.Cumulative","CIQD103.Skip.to.Item"
"0 to 365","Range of Values",92,92,NA
"777","Refuse",0,92,NA
"999","Don't know",3,95,NA
".","Missing",833,928,NA
