"RFXT152.Code.or.Value","RFXT152.Value.Description","RFXT152.Count","RFXT152.Cumulative","RFXT152.Skip.to.Item"
"1327 to 1335","Range of Values",51052,51052,NA
".","Missing",24,51076,NA
