"AUXLR265.Code.or.Value","AUXLR265.Value.Description","AUXLR265.Count","AUXLR265.Cumulative","AUXLR265.Skip.to.Item"
"-23 to 127","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
