"AUDTYL31.Code.or.Value","AUDTYL31.Value.Description","AUDTYL31.Count","AUDTYL31.Cumulative","AUDTYL31.Skip.to.Item"
"0 to 2.66","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
