"FSD230.Code.or.Value","FSD230.Value.Description","FSD230.Count","FSD230.Cumulative","FSD230.Skip.to.Item"
"1","Yes",2577,2577,NA
"2","No",290,2867,NA
"7","Refused",0,2867,NA
"9","Don't know",10,2877,NA
".","Missing",7298,10175,NA
