"MCQ092.Code.or.Value","MCQ092.Value.Description","MCQ092.Count","MCQ092.Cumulative","MCQ092.Skip.to.Item"
"1","Yes",709,709,""
"2","No",7398,8107,"MCQ140"
"7","Refused",1,8108,"MCQ140"
"9","Don't know",53,8161,"MCQ140"
".","Missing",1203,9364,""
