"DBQ400.Code.or.Value","DBQ400.Value.Description","DBQ400.Count","DBQ400.Cumulative","DBQ400.Skip.to.Item"
"1","Yes",2301,2301,""
"2","No",279,2580,"DBQ422"
"7","Refused",0,2580,"DBQ422"
"9","Don't know",31,2611,"DBQ422"
".","Missing",7360,9971,""
