"RHQ598.Code.or.Value","RHQ598.Value.Description","RHQ598.Count","RHQ598.Cumulative","RHQ598.Skip.to.Item"
"40 to 65","Range of Values",7,7,NA
"777","Refused",0,7,NA
"999","Don't know",0,7,NA
".","Missing",3858,3865,NA
