"WBXF096.Code.or.Value","WBXF096.Value.Description","WBXF096.Count","WBXF096.Cumulative","WBXF096.Skip.to.Item"
"5822.6127 to 5822.6127","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
