"AUXLR261.Code.or.Value","AUXLR261.Value.Description","AUXLR261.Count","AUXLR261.Cumulative","AUXLR261.Skip.to.Item"
"-25 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
