"PAD675.Code.or.Value","PAD675.Value.Description","PAD675.Count","PAD675.Cumulative","PAD675.Skip.to.Item"
"10 to 900","Range of Values",3056,3056,NA
"7777","Refused",0,3056,NA
"9999","Don't know",0,3056,NA
".","Missing",6428,9484,NA
