"AUXLR208.Code.or.Value","AUXLR208.Value.Description","AUXLR208.Count","AUXLR208.Cumulative","AUXLR208.Skip.to.Item"
"-63 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
