"AUDTYL82.Code.or.Value","AUDTYL82.Value.Description","AUDTYL82.Count","AUDTYL82.Cumulative","AUDTYL82.Skip.to.Item"
"0 to 0.59","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
