"FSD102.Code.or.Value","FSD102.Value.Description","FSD102.Count","FSD102.Cumulative","FSD102.Skip.to.Item"
"1","Almost every month,",93,93,NA
"2","Some months but not every month, or",155,248,NA
"3","Only 1 or 2 months?",59,307,NA
"7","Refused",0,307,NA
"9","Don't know",0,307,NA
".","Missing",9664,9971,NA
