"OHQ660.Code.or.Value","OHQ660.Value.Description","OHQ660.Count","OHQ660.Cumulative","OHQ660.Skip.to.Item"
"1","Very often",252,252,NA
"2","Fairly often",252,504,NA
"3","Occasionally",670,1174,NA
"4","Hardly ever",466,1640,NA
"5","Never",4585,6225,NA
"7","Refused",1,6226,NA
"9","Don't know",2,6228,NA
".","Missing",0,6228,NA
