"DUQ230.Code.or.Value","DUQ230.Value.Description","DUQ230.Count","DUQ230.Cumulative","DUQ230.Skip.to.Item"
"1 to 30","Range of Values",544,544,NA
"777","Refused",0,544,NA
"999","Don't know",2,546,NA
".","Missing",4297,4843,NA
