"SXQ700.Code.or.Value","SXQ700.Value.Description","SXQ700.Count","SXQ700.Cumulative","SXQ700.Skip.to.Item"
"1","Yes",2127,2127,NA
"2","No",140,2267,NA
"7","Refused",6,2273,NA
"9","Don't know",1,2274,NA
".","Missing",3028,5302,NA
