"AUDTYR28.Code.or.Value","AUDTYR28.Value.Description","AUDTYR28.Count","AUDTYR28.Cumulative","AUDTYR28.Skip.to.Item"
"0 to 1.88","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
