"AUQ030.Code.or.Value","AUQ030.Value.Description","AUQ030.Count","AUQ030.Cumulative","AUQ030.Skip.to.Item"
"1","Yes",540,540,NA
"2","No",3365,3905,NA
"7","Refused",0,3905,NA
"9","Don't know",3,3908,NA
".","Missing",592,4500,NA
