"AUXRR215.Code.or.Value","AUXRR215.Value.Description","AUXRR215.Count","AUXRR215.Cumulative","AUXRR215.Skip.to.Item"
"-35 to 59","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
