"PFQ057.Code.or.Value","PFQ057.Value.Description","PFQ057.Count","PFQ057.Cumulative","PFQ057.Skip.to.Item"
"1","Yes",496,496,NA
"2","No",5720,6216,NA
"7","Refused",0,6216,NA
"9","Don't know",2,6218,NA
".","Missing",2798,9016,NA
