"AUXLR160.Code.or.Value","AUXLR160.Value.Description","AUXLR160.Count","AUXLR160.Cumulative","AUXLR160.Skip.to.Item"
"-41 to 40","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
