"AUXLR175.Code.or.Value","AUXLR175.Value.Description","AUXLR175.Count","AUXLR175.Cumulative","AUXLR175.Skip.to.Item"
"-2 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
