"DIQ170.Code.or.Value","DIQ170.Value.Description","DIQ170.Count","DIQ170.Cumulative","DIQ170.Skip.to.Item"
"1","Yes",873,873,NA
"2","No",5577,6450,NA
"7","Refused",0,6450,NA
"9","Don't know",19,6469,NA
".","Missing",3301,9770,NA
