"AUQ270.Code.or.Value","AUQ270.Value.Description","AUQ270.Count","AUQ270.Cumulative","AUQ270.Skip.to.Item"
"1","Yes",269,269,NA
"2","No",414,683,NA
"7","Refused",0,683,NA
"9","Don't know",1,684,NA
".","Missing",8680,9364,NA
