"AUDTYL57.Code.or.Value","AUDTYL57.Value.Description","AUDTYL57.Count","AUDTYL57.Cumulative","AUDTYL57.Skip.to.Item"
"0 to 3.38","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
