"AUXRR234.Code.or.Value","AUXRR234.Value.Description","AUXRR234.Count","AUXRR234.Cumulative","AUXRR234.Skip.to.Item"
"-32 to 102","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
