"AUXRR184.Code.or.Value","AUXRR184.Value.Description","AUXRR184.Count","AUXRR184.Cumulative","AUXRR184.Skip.to.Item"
"-30 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
