"CIQD037.Code.or.Value","CIQD037.Value.Description","CIQD037.Count","CIQD037.Cumulative","CIQD037.Skip.to.Item"
"1","Yes",46,46,NA
"2","No",65,111,NA
"7","Refuse",0,111,NA
"9","Don't know",0,111,NA
".","Missing",817,928,NA
