"AUXLR114.Code.or.Value","AUXLR114.Value.Description","AUXLR114.Count","AUXLR114.Cumulative","AUXLR114.Skip.to.Item"
"-74 to 68","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
