"LBD170LC.Code.or.Value","LBD170LC.Value.Description","LBD170LC.Count","LBD170LC.Cumulative","LBD170LC.Skip.to.Item"
"0","At or above the detection limit",250,250,NA
"1","Below lower detection limit",1,251,NA
".","Missing",0,251,NA
