"AUDTYL80.Code.or.Value","AUDTYL80.Value.Description","AUDTYL80.Count","AUDTYL80.Cumulative","AUDTYL80.Skip.to.Item"
"0 to 1.25","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
