"HUQ086.Code.or.Value","HUQ086.Value.Description","HUQ086.Count","HUQ086.Cumulative","HUQ086.Skip.to.Item"
"1","Yes",513,513,""
"2","No",9128,9641,"HUQ089"
"7","Refused",0,9641,"HUQ089"
"9","Don't know",4,9645,"HUQ089"
".","Missing",477,10122,""
