"TYXP083.Code.or.Value","TYXP083.Value.Description","TYXP083.Count","TYXP083.Cumulative","TYXP083.Skip.to.Item"
"-214 to 103","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
