"MCQ040.Code.or.Value","MCQ040.Value.Description","MCQ040.Count","MCQ040.Cumulative","MCQ040.Skip.to.Item"
"1","Yes",476,476,""
"2","No",397,873,"MCQ053"
"7","Refused",0,873,"MCQ053"
"9","Don't know",0,873,"MCQ053"
".","Missing",8949,9822,""
