"AUXLR168.Code.or.Value","AUXLR168.Value.Description","AUXLR168.Count","AUXLR168.Cumulative","AUXLR168.Skip.to.Item"
"-12 to 77","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
