"AUXRR111.Code.or.Value","AUXRR111.Value.Description","AUXRR111.Count","AUXRR111.Cumulative","AUXRR111.Skip.to.Item"
"-57 to 71","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
