"AUXRR128.Code.or.Value","AUXRR128.Value.Description","AUXRR128.Count","AUXRR128.Cumulative","AUXRR128.Skip.to.Item"
"-50 to 65","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
