"CIQD012.Code.or.Value","CIQD012.Value.Description","CIQD012.Count","CIQD012.Cumulative","CIQD012.Skip.to.Item"
"1","Yes",10,10,NA
"2","No",4,14,NA
"7","Refuse",0,14,NA
"9","Don't know",1,15,NA
".","Missing",763,778,NA
